method,case_id,category,fake_record,input_chars,input_bytes,delimiter,quotechar,escapechar,expected_valid,ok,row_count,field_count,header_obs,dialect_obs,parsing_obs,writer_obs,dict_obs,sniffer_obs,numeric_obs,unicode_obs,spreadsheet_obs,interoperability,error_class,correct,reason,naive_should_fail,elapsed_s
csv_reader_default_baseline,c33_sniffer_ambiguous,sniffer_caveat,test_order,8,8,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.561137080192566e-06
csv_reader_default_baseline,c34_sniffer_header_fp,sniffer_caveat,test_order,21,21,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.7471687644720078e-06
csv_reader_default_baseline,c35_sniffer_header_fn,sniffer_caveat,test_order,8,8,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.3599714040756226e-06
csv_reader_default_baseline,c36_quote_minimal,writer_policy,demo_config,20,20,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,5.189795047044754e-07
csv_reader_default_baseline,c37_quote_all,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.5588240027427673e-07
csv_reader_default_baseline,c38_quote_none_escape,writer_policy,example_note,24,24,",","""",\,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.139728844165802e-07
csv_reader_default_baseline,c39_quote_none_no_escape,writer_policy,example_note,27,27,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.149042069911957e-07
csv_reader_default_baseline,c40_quote_nonnumeric,writer_policy,sample_metric,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.00003045797348e-07
csv_reader_default_baseline,c41_quote_nonnumeric_caveat,writer_policy,sample_metric,30,30,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,6.838236004114151e-07
csv_reader_default_baseline,c42_dictreader_restkey,dictreader_policy,test_product,12,12,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,4.888046532869339e-06
csv_reader_default_baseline,c43_dictreader_restval,dictreader_policy,test_product,10,10,",","""",,True,True,2,3,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.4889595806598663e-06
csv_reader_default_baseline,c44_dictwriter_raise,dictreader_policy,demo_config,24,24,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.2491592466831207e-07
csv_reader_default_baseline,c45_dictwriter_ignore,dictreader_policy,demo_config,25,25,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.300381988286972e-07
csv_reader_default_baseline,c46_field_size_limit,writer_policy,example_note,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip_writer_case,False,4.5588240027427673e-07
csv_reader_default_baseline,c47_naive_split,naive_negative,sample_address,27,27,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,True,5.407026037573814e-06
csv_reader_default_baseline,c48_naive_linesplit,naive_negative,example_note,23,23,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,True,3.2421667128801346e-06
csv_reader_default_baseline,c49_naive_locale,naive_negative,sample_metric,19,19,;,"""",,True,True,2,1,,,parsed,,,,,,not_tested,not_tested,,True,,True,2.766028046607971e-06
csv_reader_default_baseline,c50_schema_not_tested,schema_caveat,toy_invoice,16,16,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.8440263122320175e-06
csv_reader_default_baseline,c51_spreadsheet_not_tested,spreadsheet_caveat,fictional_measurement,15,15,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,4.785135388374329e-06
csv_reader_default_baseline,c52_external_not_tested,external_truth_not_tested,test_order,16,16,",","""",,True,True,2,2,,,parsed,,,,,,not_tested,not_tested,,True,,False,2.5210902094841003e-06
csv_reader_declared_dialect_checker,c01_simple_comma_header,valid_csv,example_user,22,22,",","""",,True,True,3,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,9.34302806854248e-06
csv_reader_declared_dialect_checker,c02_headerless,valid_csv,test_order,14,14,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,6.224960088729858e-06
csv_reader_declared_dialect_checker,c03_quoted_comma,quoting_caveat,sample_address,27,27,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,True,4.632864147424698e-06
csv_reader_declared_dialect_checker,c04_quoted_newline,newline_caveat,example_note,23,23,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,True,6.7891087383031845e-06
csv_reader_declared_dialect_checker,c05_doubled_quote,quoting_caveat,example_note,22,22,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,4.227971658110619e-06
csv_reader_declared_dialect_checker,c06_escaped_quote,quoting_caveat,example_note,22,22,",","""",\,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.999099135398865e-06
csv_reader_declared_dialect_checker,c07_unescaped_quote,quoting_caveat,example_note,21,21,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,Error,True,,True,8.804025128483772e-06
csv_reader_declared_dialect_checker,c08_ragged_short,ragged_row_caveat,test_product,16,16,",","""",,True,True,3,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,4.298985004425049e-06
csv_reader_declared_dialect_checker,c09_ragged_long,ragged_row_caveat,test_product,14,14,",","""",,True,True,3,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,6.255926564335823e-06
csv_reader_declared_dialect_checker,c10_duplicate_header,header_caveat,demo_config,10,10,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,6.039859727025032e-06
csv_reader_declared_dialect_checker,c11_empty_vs_missing,header_caveat,synthetic_profile,11,11,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.645196557044983e-06
csv_reader_declared_dialect_checker,c12_none_empty,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,6.270129233598709e-07
csv_reader_declared_dialect_checker,c13_skipinitialspace,dialect_caveat,example_user,16,16,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,4.149042069911957e-06
csv_reader_declared_dialect_checker,c14_blank_line,newline_caveat,test_order,13,13,",","""",,True,True,4,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,6.286893039941788e-06
csv_reader_declared_dialect_checker,c15_crlf,newline_caveat,test_order,10,10,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.738095983862877e-06
csv_reader_declared_dialect_checker,c16_lf,newline_caveat,test_order,8,8,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.557885065674782e-06
csv_reader_declared_dialect_checker,c17_cr,newline_caveat,test_order,8,8,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.5350676625967026e-06
csv_reader_declared_dialect_checker,c18_newline_policy,newline_caveat,demo_config,8,8,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.4871045500040054e-06
csv_reader_declared_dialect_checker,c19_bom_header,encoding_caveat,example_user,17,19,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,6.642192602157593e-06
csv_reader_declared_dialect_checker,c20_utf8_text,unicode_caveat,example_note,16,20,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,4.156026989221573e-06
csv_reader_declared_dialect_checker,c21_unicode_normalization,unicode_caveat,synthetic_profile,15,17,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,4.02890145778656e-06
csv_reader_declared_dialect_checker,c22_emoji_field,unicode_caveat,example_note,13,22,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.863126039505005e-06
csv_reader_declared_dialect_checker,c23_semicolon,dialect_caveat,fake_bank_row,16,16,;,"""",,True,True,2,,,delimiter=';',parsed_declared,,,,,,not_tested,not_tested,,True,,True,3.85800376534462e-06
csv_reader_declared_dialect_checker,c24_tab,dialect_caveat,test_product,16,16,	,"""",,True,True,2,,,delimiter='\t',parsed_declared,,,,,,not_tested,not_tested,,True,,True,3.719935193657875e-06
csv_reader_declared_dialect_checker,c25_pipe,dialect_caveat,test_product,16,16,|,"""",,True,True,2,,,delimiter='|',parsed_declared,,,,,,not_tested,not_tested,,True,,True,6.021931767463684e-06
csv_reader_declared_dialect_checker,c26_decimal_comma,numeric_text_caveat,sample_metric,19,19,;,"""",,True,True,2,,,delimiter=';',parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.764871507883072e-06
csv_reader_declared_dialect_checker,c27_thousands_sep,numeric_text_caveat,toy_invoice,23,23,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,True,3.89711931347847e-06
csv_reader_declared_dialect_checker,c28_iso_date,numeric_text_caveat,fictional_event,21,21,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,5.96209429204464e-06
csv_reader_declared_dialect_checker,c29_formula_injection,spreadsheet_caveat,example_note,21,21,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.7457793951034546e-06
csv_reader_declared_dialect_checker,c30_excel_auto_date,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.79001721739769e-06
csv_reader_declared_dialect_checker,c31_gene_name,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.6240089684724808e-06
csv_reader_declared_dialect_checker,c32_sniffer_delimiter,sniffer_caveat,test_order,18,18,;,"""",,True,True,3,,,delimiter=';',parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.915978595614433e-06
csv_reader_declared_dialect_checker,c33_sniffer_ambiguous,sniffer_caveat,test_order,8,8,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,5.688052624464035e-06
csv_reader_declared_dialect_checker,c34_sniffer_header_fp,sniffer_caveat,test_order,21,21,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.875931724905968e-06
csv_reader_declared_dialect_checker,c35_sniffer_header_fn,sniffer_caveat,test_order,8,8,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.4510158002376556e-06
csv_reader_declared_dialect_checker,c36_quote_minimal,writer_policy,demo_config,20,20,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.780013114213943e-07
csv_reader_declared_dialect_checker,c37_quote_all,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.8906000554561615e-07
csv_reader_declared_dialect_checker,c38_quote_none_escape,writer_policy,example_note,24,24,",","""",\,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.878958523273468e-07
csv_reader_declared_dialect_checker,c39_quote_none_no_escape,writer_policy,example_note,27,27,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.6903657019138336e-07
csv_reader_declared_dialect_checker,c40_quote_nonnumeric,writer_policy,sample_metric,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.2491592466831207e-07
csv_reader_declared_dialect_checker,c41_quote_nonnumeric_caveat,writer_policy,sample_metric,30,30,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.511086106300354e-07
csv_reader_declared_dialect_checker,c42_dictreader_restkey,dictreader_policy,test_product,12,12,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,8.163973689079285e-06
